Extremum 1 found at image  0.000896 with energy: -0.000003
Extremum 2 found at image  3.491214 with energy:  2.316631
Extremum 3 found at image  3.865728 with energy:  2.315091
Extremum 4 found at image  4.178753 with energy:  2.316806
Extremum 5 found at image  4.665899 with energy:  2.314859
Extremum 6 found at image  5.464827 with energy:  2.324762
