85.50340    0.01936
92.65195    0.19463
94.93267    0.48469
96.18492    0.66915
97.17355    0.89005
98.16217    1.09660
99.08488    1.27884
100.49825    1.48195
101.81183    1.69994
103.25358    1.90580
104.06095    2.11036
105.44502    2.29721
106.82909    2.48277
108.21317    2.66446
109.59724    2.85002
110.98131    3.03043
112.39833    3.19629
114.17785    3.37412
115.87682    3.55919
118.13234    3.73607
120.66981    3.93477
122.63058    4.11125
126.43677    4.29830
130.81967    4.22819
133.93383    4.03587
135.66392    3.87060
137.50935    3.69084
139.58545    3.52461
143.27631    3.34968
146.96717    3.18828
150.19667    3.02914
153.19549    2.85389
156.42499    2.68711
158.47547    2.51198
161.43401    2.32151
163.60166    2.16663
166.22883    2.00051
170.49639    1.80857
175.34064    1.74615
180.41556    1.86564
184.79846    1.81205
187.91262    1.60909
189.64271    1.44866
191.48814    1.26214
193.38483    1.08420
196.51180    0.90294
200.71528    0.72253
205.32885    0.55970
210.40378    0.45708
215.47871    0.40085
220.55364    0.35375
225.62857    0.31369
230.70350    0.29682
235.77843    0.27152
240.85336    0.28768
245.92829    0.29401
251.00321    0.29401
256.07814    0.26449
261.15307    0.23145
266.22800    0.23919
271.30293    0.24692
276.37786    0.23778
281.45279    0.21810
286.52772    0.18717
291.60265    0.17874
296.67758    0.17874
301.75250    0.16187
306.82743    0.14781
311.90236    0.14570
316.97729    0.14078
322.05222    0.12462
327.12715    0.10564
332.20208    0.09158
337.27701    0.09439
342.35194    0.10002
347.42687    0.09510
352.50180    0.09439
357.57672    0.08877
362.65165    0.08244
367.72658    0.09720
372.80151    0.10775
377.87644    0.11478
382.95137    0.12040
388.02630    0.11970
392.87055    0.13621
398.52217    0.19130
403.25109    0.25113
408.32601    0.32353
413.40094    0.39874
418.47587    0.50136
423.55080    0.57516
428.62573    0.69184
433.70066    0.83593
438.77559    1.00392
442.79599    1.15182
445.69595    1.33738
449.84816    1.48890
454.92309    1.61472
459.99802    1.73421
465.07295    1.83964
470.14788    1.82488
475.22281    1.92679
480.29774    1.91344
485.37266    1.68782
490.44759    1.61823
495.52252    1.63299
500.59745    1.58520
505.67238    1.52826
510.74731    1.42845
515.82224    1.36379
520.66649    1.33307
525.51074    1.21408
530.58567    1.18666
535.66060    1.17261
540.73553    1.14590
545.81046    1.13465
550.88539    1.06085
555.96031    0.98424
561.03524    0.84717
566.11017    0.73471
570.26239    0.63159
579.48953    0.37625
591.63875    0.19678
605.32553    0.14500
610.40046    0.13446
615.47539    0.10283
620.55032    0.08034
