85.37915   0.02325
89.75888   0.26379
90.65596   0.47684
91.60431   0.75629
92.09862   1.02038
92.55998   1.24239
93.15315   1.45667
93.41678   1.66322
93.87814   1.88633
94.37245   2.12808
94.94915   2.36486
95.29516   2.61131
95.86138   2.88060
96.21788   3.27217
95.75652   3.09357
96.65360   3.64509
96.21788   3.47242
97.14059   3.91023
97.71729   4.14604
98.22808   4.37813
98.55762   4.58799
98.98602   4.78551
99.44738   4.96978
100.34446   5.18885
101.26718   5.45516
102.18989   5.71804
103.71493   5.94558
107.15204   6.14757
110.11626   6.33990
112.82674   6.49936
114.63921   6.70204
116.05624   6.89368
117.44031   7.06248
119.05506   7.24740
120.95175   7.43704
124.12999   7.65454
127.95266   7.56688
129.20492   7.40562
130.43520   7.22227
131.28102   7.06764
132.20374   6.88337
132.66510   6.71585
134.08212   6.51538
134.97188   6.32025
135.89460   6.13855
136.81731   5.95428
137.74003   5.76614
138.66274   5.57543
139.58545   5.37827
140.50817   5.19271
141.43088   5.02777
143.24336   4.84645
144.89106   4.66020
146.73649   4.48237
148.58192   4.31517
150.47861   4.14507
152.90190   3.96233
155.04092   3.80488
156.19431   3.63736
157.80906   3.45825
159.39086   3.26035
160.80788   3.07682
162.19196   2.89770
163.47717   2.71030
164.98573   2.51799
166.83848   2.32151
168.61800   2.11496
171.18842   1.92961
175.80199   1.97506
180.41556   2.14047
185.25982   2.09078
188.95067   1.92867
190.97552   1.74311
192.87221   1.55497
194.76890   1.36340
197.94714   1.19510
203.02207   1.04047
208.09700   0.89708
213.17193   0.84296
218.24685   0.80500
223.32178   0.76072
228.39671   0.73120
233.47164   0.68903
238.54657   0.65669
243.62150   0.65951
248.69643   0.59765
253.77136   0.52104
258.84629   0.51893
263.92122   0.51823
268.99614   0.48519
274.07107   0.47254
279.14600   0.47254
284.22093   0.46762
289.29586   0.43248
294.37079   0.39663
299.44572   0.41561
304.52065   0.39382
309.59558   0.39944
314.67051   0.39030
319.74544   0.40858
324.82036   0.41491
329.89529   0.34883
334.97022   0.36149
340.04515   0.31369
345.12008   0.33126
350.19501   0.32775
355.26994   0.31510
360.34487   0.31018
365.41980   0.26027
370.49473   0.27011
375.56965   0.30736
380.64458   0.31018
385.71951   0.30244
390.79444   0.31931
395.86937   0.38538
400.94430   0.45145
406.01923   0.52737
411.09416   0.61031
416.16909   0.75721
421.24402   0.90059
426.08827   1.00834
430.47116   1.19330
434.62337   1.34965
438.87811   1.54123
442.05635   1.69071
444.08120   1.86295
447.77205   2.04052
452.61630   2.20724
457.69123   2.31970
462.76616   2.34430
467.84109   2.39561
472.91602   2.33798
477.99095   2.37312
482.37384   2.20250
486.75674   2.02168
491.83167   1.96967
496.90659   1.99005
501.98152   1.94366
507.05645   1.82699
512.13138   1.79184
517.20631   1.80238
521.81988   1.67954
526.43345   1.57114
531.50838   1.48468
536.58331   1.47976
541.65824   1.48047
546.73317   1.49382
551.80810   1.39050
556.88303   1.25976
561.95796   1.13043
566.57153   0.96565
571.18510   0.82117
576.26003   0.72347
580.64292   0.59142
584.28765   0.41223
589.17803   0.28417
594.25296   0.20545
599.32789   0.15343
604.40282   0.09088
609.47775   0.06909
614.55268   0.04168
619.62761   0.01778
624.70254   0.01778
629.77746   0.00724
634.85239   0.00934
639.92732   0.01567
645.00225   0.01708
649.38514   0.02894
