85.69635    0.01949
89.89987    0.31791
96.90991    2.72245
97.37127    2.97760
98.38626    3.54355
97.83263    3.27526
98.87068    3.80488
99.49351    4.02291
100.13941    4.26878
100.83145    4.46852
101.65530    4.64763
103.31125    4.88055
104.52231    5.05870
108.21317    5.24220
112.19237    5.38987
114.90284    5.57446
116.74827    5.76099
118.39598    5.92667
120.20845    6.11278
123.20727    6.32259
127.35949    6.31988
129.20492    6.14757
130.81967    5.96330
132.20374    5.77645
133.35713    5.59708
134.60939    5.40533
135.40029    5.21867
136.75964    5.01295
137.70707    4.80779
139.04720    4.59437
140.93657    4.38696
142.35360    4.20435
143.77062    4.02579
145.96756    3.83753
149.27395    3.65154
151.11938    3.46933
153.24675    3.29459
155.45101    3.11848
157.57838    2.93430
160.01332    2.75080
162.23809    2.59720
166.11349    2.44798
171.18842    2.40264
176.26335    2.41881
181.33828    2.43497
185.72117    2.30108
188.58818    2.10944
190.71921    1.95702
193.10289    1.75213
194.94832    1.52791
196.56307    1.37972
198.86985    1.07217
203.48342    0.91817
208.55835    0.76845
213.63328    0.65599
218.70821    0.62858
223.78314    0.53510
228.85807    0.47254
233.93300    0.43529
239.00793    0.43107
244.08286    0.41912
249.15779    0.40366
254.23271    0.41069
259.30764    0.40647
264.38257    0.41420
269.45750    0.40366
274.53243    0.39663
279.60736    0.38257
284.68229    0.37133
289.75722    0.35165
294.83215    0.32494
299.90708    0.32142
304.98201    0.29682
310.05693    0.29682
315.13186    0.29612
320.20679    0.27995
325.28172    0.27855
330.35665    0.24059
335.43158    0.25605
339.12244    0.24987
346.04279    0.26449
351.11772    0.22583
356.19265    0.20685
361.26758    0.16749
366.34251    0.15765
371.41744    0.16820
376.49237    0.17312
381.56730    0.18085
386.64223    0.18155
391.71716    0.17874
396.79209    0.22583
401.86701    0.30807
406.94194    0.39382
412.01687    0.47535
417.09180    0.59906
422.16673    0.69535
427.24166    0.81625
432.08591    0.96969
436.23812    1.15196
439.69830    1.31198
443.15848    1.49505
447.40297    1.66322
449.92505    1.81785
453.07766    1.99997
457.69123    2.09408
462.76616    2.08354
467.84109    2.10040
472.91602    2.16577
477.99095    2.17772
481.91249    2.00083
485.83402    1.84175
490.90895    1.84245
495.98388    1.85440
501.05881    1.78341
506.13374    1.66884
511.20867    1.59504
516.28360    1.60488
520.89717    1.49570
525.51074    1.36590
530.58567    1.34341
535.66060    1.28155
540.73553    1.24219
545.81046    1.20634
550.88539    1.13606
555.96031    1.06155
561.03524    0.94206
566.11017    0.83593
571.18510    0.68200
576.26003    0.54283
581.33496    0.41912
586.40989    0.24903
591.48482    0.16538
596.37520    0.12307
601.63468    0.06276
606.70960    0.01145
611.78453    0.00091
614.55268    -0.00682
630.46950    0.03957
639.92732    0.06354
645.00225    0.08596
649.38514    0.09949
94.70790    2.27766
93.41352    1.84382
91.79553    1.08460
90.82474    0.62907
