85.77310    0.03377
94.82734    0.23715
102.44620    0.54705
107.52113    0.59906
112.59606    0.55970
117.67099    0.53158
122.74592    0.54423
127.82085    0.56532
132.89577    0.58078
137.97070    0.61171
143.04563    0.65740
148.12056    0.67075
153.19549    0.66302
158.27042    0.66302
163.34535    0.60187
168.42028    0.56321
173.49521    0.50136
178.57014    0.50347
183.64507    0.47746
188.71999    0.38679
193.79492    0.31369
198.86985    0.27433
203.94478    0.21599
209.01971    0.18155
214.09464    0.15695
219.16957    0.16468
223.09110    0.16714
412.01687    0.37203
417.09180    0.38468
422.16673    0.40647
427.24166    0.38679
432.31659    0.38187
437.39152    0.37273
442.46645    0.39452
447.54138    0.41983
452.61630    0.45637
457.69123    0.45637
462.76616    0.50276
467.84109    0.58641
472.91602    0.62366
477.99095    0.67427
483.06588    0.68832
488.14081    0.67427
493.21574    0.75861
498.29067    0.83312
503.36560    0.90200
508.44052    0.96596
513.51545    1.01446
518.59038    1.06296
523.66531    1.11146
528.74024    1.11778
533.81517    1.11427
539.02191    1.15624
549.96267    1.21478
554.31261    1.14851
560.57389    1.01727
572.10782    0.72839
577.18274    0.60046
580.18157    0.52280
230.61856    0.13015
242.91523    0.13015
253.91753    0.10846
261.68385    0.08677
271.39175    0.08677
279.80527    0.06508
293.39633    0.06508
306.34021    0.04338
317.34250    0.04338
335.46392    0.04338
343.23024    0.04338
353.58534    0.02169
368.47079    0.02169
384.00344    0.08677
392.41695    0.08677
402.12486    0.23861
583.98625    0.45553
587.86942    0.32538
594.34135    0.21692
600.81329    0.15184
609.87400    0.10846
618.93471    0.06508
627.34822    0.02169
639.64490    0.02169
648.05842    0.02169
