   0         0.043784      -637.258600         0.000000 
   1         0.018108      -637.128400         0.130200 
   2         0.018038      -637.016400         0.242200 
   3         0.039821      -636.933800         0.324800 
   4         0.029992      -636.776600         0.482000 
   5         0.038619      -636.698900         0.559700 
   6         0.048693      -636.669600         0.589000 
