   0         0.040352      -626.554700         0.000000 
   1         0.023021      -626.537000         0.017700 
   2         0.043729      -626.408200         0.146500 
   3         0.039610      -626.168000         0.386700 
   4         0.036544      -626.014500         0.540200 
   5         0.285761      -625.891800         0.662900 
   6         0.043625      -626.039500         0.515200 
