97	0.1505
104	0.2039
112	0.2329
120	0.2547
127	0.2909
138	0.3224
146	0.3304
153	0.3470
160	0.3353
169	0.3261
176	0.3431
184	0.3268
192	0.2720
203	0.2080
216	0.1606
222	0.1442
238	0.1376
252	0.1430
260	0.1457
268	0.1245
275	0.1234
282	0.0892
298	0.1013
302	0.0900
326	0.0623
336	0.0627
347	0.0632
354	0.0577
363	0.0351
369	0.0354
377	0.0788
384	0.1221
416	0.0971
423	0.1118
431	0.1312
439	0.1531
447	0.1917
456	0.2112
464	0.2163
472	0.2620
477	0.2694
489	0.3187
497	0.3898
509	0.5027
517	0.6394
525	0.7593
531	0.9125
536	1.0897
542	1.2909
548	1.4490
556	1.5497
563	1.5070
570	1.3207
574	1.1415
580	0.8333
585	0.6182
593	0.3710
601	0.2314
609	0.1256
618	0.1317
632	0.1036
