310	0.2441415532
316	0.1629572249
323	0.2391815885
351	0.2421996802
359	0.224161318
368	0.2314374926
374	0.2447030587
390	0.3534011536
397	0.8262589228
405	1.250866218
411	1.658480174
413	2.111849025
418	2.552934945
424	3.021806026
430	3.528452385
433	4.253734925
436	4.707267548
439	5.349489396
441	5.92872905
445	6.492386928
447	7.074839642
453	7.323429018
460	8.007632756
468	7.988377799
476	7.986330978
481	7.411992464
487	6.884036973
495	6.853411531
501	6.630692737
507	6.182315046
514	6.118124056
520	5.937292008
525	5.321016391
532	4.989489541
540	5.222004265
548	5.0780951
555	4.710659977
567	4.041649641
572	3.501013485
575	3.136339098
581	2.362865353
584	2.042175558
591	1.316043741
602	0.6469749148
