  0     0.000000     0.000000    -0.021953   1
  1     0.235112     0.180008    -0.836387   2
  2     0.469651     0.450560    -1.502874   3
  3     0.702232     0.687951    -0.775077   4
  4     0.936916     0.823227    -0.012352   5
  5     1.181154     0.699028    -0.019250   6
